rank,id,name,source,country,gender,age,image,current_worth,previous_worth
2355,kenzo-tsujimoto,Kenzo Tsujimoto,Video games ,Japan,M,84,https://specials-images.forbesimg.com/imageserve/66560c406400d20e9baf2b11/416x416.jpg?background=000000&cropX1=15&cropX2=674&cropY1=46&cropY2=706,1.5,1.5
2356,miguel-tomas-arrufat-pujol,Miguel Tomás Arrufat Pujol,Education technology,Spain,M,64,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2357,andrew-tan,Andrew Tan,Diversified,Philippines,M,73,https://specials-images.forbesimg.com/imageserve/612e4661a7757a542e4e4bdc/416x416.jpg?background=000000&cropX1=0&cropX2=1094&cropY1=0&cropY2=1094,1.5,1.5
2358,oleg-boyko,Oleg Boyko,Diversified,Russia,M,60,https://specials-images.forbesimg.com/imageserve/5a80ae4a4bbe6f2652f53f2e/416x416.jpg?background=000000&cropX1=312&cropX2=2475&cropY1=11&cropY2=2176,1.5,1.5
2359,sun-weijie-1,Sun Weijie,Oilfield equipment,China,M,62,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.6
2360,elizabeth-sy,Elizabeth Sy,Diversified ,Philippines,F,73,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.6
2361,johan-johannson,Johan Johannson,Grocery stores,Norway,M,58,https://specials-images.forbesimg.com/imageserve/5c716605a7ea431000434497/416x416.jpg?background=000000&cropX1=429&cropX2=3125&cropY1=1423&cropY2=4117,1.5,1.5
2362,peter-guber,Peter Guber,"Sports teams, movies ",United States,M,83,https://specials-images.forbesimg.com/imageserve/67e48a5e4160d7f1505ad812/416x416.jpg?background=000000&cropX1=0&cropX2=1439&cropY1=281&cropY2=1721,1.5,1.5
2363,fu-guangming,Fu Guangming & family,Poultry,China,M,71,https://specials-images.forbesimg.com/imageserve/562e5762e4b0ffa7afe645e2/416x416.jpg?background=000000&cropX1=0&cropX2=676&cropY1=171&cropY2=848,1.5,1.6
2364,nikolay-fartushnyak,Nikolay Fartushnyak,retail,Russia,M,59,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2365,yi-dasheng,Yi Dasheng,Conglomerate,China,M,64,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2366,yuan-zhongxue,Yuan Zhongxue,Tires,China,M,70,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2367,stewart-butterfield,Stewart Butterfield,Messaging software,Canada,M,52,https://specials-images.forbesimg.com/imageserve/5d9f4d1867dd830006a3215e/416x416.jpg?background=000000&cropX1=462&cropX2=2277&cropY1=490&cropY2=2306,1.5,1.5
2368,saroj-rani-gupta,Saroj Rani Gupta,Steel tubes,India,F,75,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2369,anna-maria-braun,Anna Maria Braun,Medical technology,Germany,F,46,https://specials-images.forbesimg.com/imageserve/5c703d1aa7ea4310004331fa/416x416.jpg?background=000000&cropX1=15&cropX2=532&cropY1=24&cropY2=541,1.5,1.5
2369,johanna-braun,Johanna Braun,Medical technology,Germany,F,45,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2369,karl-friedrich-braun,Karl Friedrich Braun,Medical technology,Germany,M,42,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2372,george-marcus,George Marcus,Real estate,United States,M,84,https://specials-images.forbesimg.com/imageserve/5a9098104bbe6f0fa82669f6/416x416.jpg?background=000000&cropX1=767&cropX2=1606&cropY1=242&cropY2=1080,1.5,1.6
2373,aerin-lauder,Aerin Lauder,Estee Lauder,United States,F,55,https://specials-images.forbesimg.com/imageserve/5f46b424808a289780083f05/416x416.jpg?background=000000&cropX1=895&cropX2=2304&cropY1=287&cropY2=1696,1.5,1.5
2374,mofatraj-munot,Mofatraj Munot,Real estate,India,M,80,http://specials-images.forbesimg.com/imageserve/7c6c5d8021800a5b72c6170da704db3c/416x416.jpg?background=000000&cropX1=56&cropX2=567&cropY1=31&cropY2=542,1.5,1.5
2375,jose-maria-aristrain,Jose Maria Aristrain,Steel,Spain,M,62,https://specials-images.forbesimg.com/imageserve/5c72190b31358e35dd26fe49/416x416.jpg?background=000000&cropX1=2&cropX2=414&cropY1=1&cropY2=413,1.5,1.5
2376,anil-gupta,Anil Gupta,Cables,India,M,66,https://specials-images.forbesimg.com/imageserve/65d764b7cd5ff6ef3954275d/416x416.jpg?background=000000&cropX1=315&cropX2=934&cropY1=20&cropY2=639,1.5,1.5
2377,luo-yangyong-1,Luo Yangyong & family,Mining,China,M,50,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.6
2378,li-qiong,Li Qiong,online games,China,F,47,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2379,nikil-viswanathan-1,Nikil Viswanathan,Blockchain technology,United States,M,37,https://specials-images.forbesimg.com/imageserve/624473ce0e8748e3e8b1927f/416x416.jpg?background=000000&cropX1=1&cropX2=450&cropY1=1&cropY2=450,1.5,1.5
2379,joe-lau,Joe Lau,Blockchain technology,United States,M,36,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2381,richard-fairbank,Richard Fairbank,banking,United States,M,75,https://specials-images.forbesimg.com/imageserve/6246165f16d976ab03503f2b/416x416.jpg?background=000000&cropX1=105&cropX2=1782&cropY1=41&cropY2=1719,1.5,1.5
2382,christine-franken-family,Christine Franken & family,Biopharmaceuticals,Germany,F,80,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2383,lai-jianping,Lai Jianping,Soy sauce,China,M,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2384,bernard-lewis,Bernard Lewis & family,Fashion retailer,United Kingdom,M,99,https://specials-images.forbesimg.com/imageserve/58a0b0ea31358e1a35ab3776/416x416.jpg?background=000000&cropX1=10&cropX2=648&cropY1=47&cropY2=685,1.5,1.5
2385,ke-xiping,Ke Xiping & family,Investments,China,M,65,https://specials-images.forbesimg.com/imageserve/5e754b3507adf00006dbbff7/416x416.jpg?background=000000&cropX1=1518&cropX2=4117&cropY1=274&cropY2=2872,1.5,1.5
2386,he-yamin,He Yamin & family,Manufacturing,China,M,68,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.6
2387,horst-wortmann,Horst Wortmann & family,Footwear,Germany,M,84,https://specials-images.forbesimg.com/imageserve/5a7e182aa7ea431690132282/416x416.jpg?background=000000&cropX1=99&cropX2=859&cropY1=82&cropY2=841,1.5,1.5
2388,liesel-pritzker-simmons,Liesel Pritzker Simmons,"Hotels, investments",United States,F,41,https://specials-images.forbesimg.com/imageserve/661d8c68dd894e2726ed4176/416x416.jpg?background=000000&cropX1=1755&cropX2=3762&cropY1=444&cropY2=2450,1.5,1.5
2389,ni-yongpei,Ni Yongpei & family,Beverages,China,M,73,https://specials-images.forbesimg.com/imageserve/624432ad291e60a5c7b1927f/416x416.jpg?background=000000&cropX1=460&cropX2=2350&cropY1=155&cropY2=2046,1.5,1.6
2390,william-macmillan,William MacMillan,Cargill,United States,M,71,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2390,martha-macmillan,Martha MacMillan,Cargill,United States,F,73,https://specials-images.forbesimg.com/imageserve/5a908f9b31358e79a28a1f10/416x416.jpg?background=000000&cropX1=103&cropX2=2410&cropY1=686&cropY2=2992,1.5,1.5
2390,john-macmillan-1,John MacMillan,Cargill,United States,M,76,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2390,cargill-macmillan-iii,Cargill MacMillan III,Cargill,United States,M,65,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2394,liu-chengyu,Liu Chengyu & family,Power supply equipment,China,M,63,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.7
2395,lee-hae-jin,Lee Hae-jin,Internet,South Korea,M,58,https://specials-images.forbesimg.com/imageserve/643e9b3d51ee8eed2ea008c1/416x416.jpg?background=000000&cropX1=834&cropX2=3371&cropY1=131&cropY2=2668,1.5,1.5
2396,ahmet-calik,Ahmet Calik,"Energy, banking, construction",Turkey,M,67,https://specials-images.forbesimg.com/imageserve/5e77de68d8e1ae0007b73860/416x416.jpg?background=000000&cropX1=1616&cropX2=2709&cropY1=60&cropY2=1152,1.5,1.5
2397,samir-mane,Samir Mane,Diversified,Albania,M,57,https://specials-images.forbesimg.com/imageserve/67e584cbddf507b4d30745a2/416x416.jpg?background=000000&cropX1=557&cropX2=2218&cropY1=192&cropY2=1854,1.5,1.5
2398,chen-zhisong,Chen Zhisong,Communication equipment,China,M,59,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2399,dmitry-kamenshchik,Dmitry Kamenshchik,Airport,Russia,M,57,https://specials-images.forbesimg.com/imageserve/5e777b7b10380d0006fbbd6b/416x416.jpg?background=000000&cropX1=737&cropX2=2731&cropY1=69&cropY2=2063,1.5,1.5
2400,michael-tojner,Michael Tojner,"Batteries, investments",Austria,M,59,https://specials-images.forbesimg.com/imageserve/5e8b669213f3c100062748e6/416x416.jpg?background=000000&cropX1=0&cropX2=4000&cropY1=720&cropY2=4723,1.5,1.5
2401,hartley-rogers,Hartley Rogers,asset management,United States,M,65,https://specials-images.forbesimg.com/imageserve/6075a67b283c932b1a901b2e/416x416.jpg?background=000000&cropX1=0&cropX2=1000&cropY1=97&cropY2=1097,1.5,1.5
2402,patricia-angelini-rossi,Patricia Angelini Rossi,"Forestry, mining",Chile,F,71,https://specials-images.forbesimg.com/imageserve/5a6759cca7ea4316901185ea/416x416.jpg?background=000000&cropX1=200&cropX2=770&cropY1=42&cropY2=612,1.5,1.5
2403,pan-laican,Pan Laican,Soy sauce,China,M,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2404,david-fattal,David Fattal & family,hotels,Israel,M,68,https://specials-images.forbesimg.com/imageserve/5e7b98960f95490006b74f99/416x416.jpg?background=000000&cropX1=163&cropX2=3289&cropY1=2031&cropY2=5160,1.5,1.5
2405,hajime-satomi,Hajime Satomi,"Video games, Pachinko",Japan,M,83,https://specials-images.forbesimg.com/imageserve/683dd45d02a5ae5bd45d2a91/416x416.jpg?background=000000&cropX1=30&cropX2=2309&cropY1=287&cropY2=2568,1.5,1.5
2406,he-zhaoxi,He Zhaoxi,Software,China,M,51,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2407,bahari-karim,Bahari Karim,Palm oil,Indonesia,M,63,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2407,burhan-karim,Burhan Karim,Palm oil,Indonesia,M,65,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2409,eddy-kusnadi-sariaatmadja,Eddy Kusnadi Sariaatmadja,"Media, tech",Indonesia,M,72,https://specials-images.forbesimg.com/imageserve/601ac75c9164612b0d8e151f/416x416.jpg?background=000000&cropX1=1774&cropX2=2996&cropY1=459&cropY2=1680,1.5,1.4
2410,zeng-chaoyi,Zeng Chaoyi,Aluminum products,China,M,56,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.4
2411,john-armitage,John Armitage,Hedge funds,Ireland,M,65,https://specials-images.forbesimg.com/imageserve/5c70c20631358e35dd26ec94/416x416.jpg?background=000000&cropX1=314&cropX2=1628&cropY1=1224&cropY2=2537,1.5,1.5
2412,ryan-graves,Ryan Graves,Uber,United States,M,42,https://specials-images.forbesimg.com/imageserve/5a9093ac4bbe6f0fa8266912/416x416.jpg?background=000000&cropX1=646&cropX2=1389&cropY1=412&cropY2=1154,1.5,1.5
2413,jared-isaacman,Jared Isaacman,Payment processing,United States,M,42,https://specials-images.forbesimg.com/imageserve/6063b12e9516a6a4ea4ae7fe/416x416.jpg?background=000000&cropX1=1211&cropX2=2821&cropY1=218&cropY2=1828,1.5,1.5
2414,michael-teel,Michael Teel,supermarkets,United States,M,74,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2415,diego-della-valle,Diego Della Valle,Shoes,Italy,M,71,https://specials-images.forbesimg.com/imageserve/6408df7a1db294f683ffe093/416x416.jpg?background=000000&cropX1=723&cropX2=2065&cropY1=59&cropY2=1400,1.5,1.5
2416,xu-zhenhua,Xu Zhenhua,Online games,China,M,46,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2416,justin-yuan,Justin Yuan,Online games,China,M,44,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2416,timothy-dunn,Timothy Dunn & family,Energy,United States,M,69,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2416,john-morgan-2,John Morgan,personal injury law,United States,M,69,https://specials-images.forbesimg.com/imageserve/67e48d197f0dd8883a361b72/416x416.jpg?background=000000&cropX1=392&cropX2=1012&cropY1=236&cropY2=856,1.5,1.5
2420,yu-qibing,Yu Qibing & family,Glass,China,M,59,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2421,carmen-thyssen,Carmen Thyssen,"Investments, art",Spain,F,82,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2422,alan-gerry,Alan Gerry,Cable television,United States,M,96,https://specials-images.forbesimg.com/imageserve/e520ca6f0acfc9c577cccce57d14dddf/416x416.jpg?background=000000&cropX1=0&cropX2=2336&cropY1=275&cropY2=2613,1.5,1.5
2423,li-weiwei,Li Weiwei,Online games,China,M,48,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2424,magic-johnson,Magic Johnson,"Basketball, investments",United States,M,66,https://specials-images.forbesimg.com/imageserve/676066aa9fc9bbfe2b1ae181/416x416.jpg?background=000000&cropX1=44&cropX2=1645&cropY1=89&cropY2=1692,1.5,1.5
2425,lu-zongjun,Lu Zongjun,Logistics,China,M,62,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.4
2426,dariusz-milek,Dariusz Milek,"real estate, retail",Poland,M,57,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2427,yao-kuizhang,Yao Kuizhang,Beverages,China,M,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2428,dmitry-alexeyev,Dmitry Alexeyev,Retail,Russia,M,51,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2429,ulrike-meister,Ulrike Meister,Appliances,Germany,F,58,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2430,lee-jay-hyun,Lee Jay-hyun,"food products, entertainment",South Korea,M,65,https://specials-images.forbesimg.com/imageserve/5e77b5e7c7b02d000666dc31/416x416.jpg?background=000000&cropX1=81&cropX2=1168&cropY1=95&cropY2=1183,1.5,1.5
2431,yeh-kuo-i,Yeh Kuo-I,Manufacturing ,Taiwan,M,84,https://specials-images.forbesimg.com/imageserve/63a0cf75c894b4f0c7e821c1/416x416.jpg?background=000000&cropX1=2&cropX2=681&cropY1=0&cropY2=679,1.5,1.5
2432,sze-man-bok,Sze Man Bok,Hygiene products,China,M,75,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1.5,1.5
2433,scot-french,Scot French,Private equity,United States,M,54,https://specials-images.forbesimg.com/imageserve/661f08906658bdb0648a701d/416x416.jpg?background=000000&cropX1=1406&cropX2=2726&cropY1=748&cropY2=2067,1.5,1.5
2433,michael-patterson,Michael Patterson,Private equity,United States,M,50,https://specials-images.forbesimg.com/imageserve/661fecdd92deac9a3f41cebf/416x416.jpg?background=000000&cropX1=1754&cropX2=2988&cropY1=520&cropY2=1754,1.5,1.5
2435,zsolt-felcsuti,Zsolt Felcsuti,Manufacturing,Hungary,M,54,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2436,rubens-ometto-silveira-mello,Rubens Ometto Silveira Mello,"Sugar, ethanol",Brazil,M,75,https://specials-images.forbesimg.com/imageserve/5a7b99144bbe6f2652f4f1ec/416x416.jpg?background=000000&cropX1=2137&cropX2=5492&cropY1=24&cropY2=3377,1.5,1.4
2437,stephen-winn,Stephen Winn,Real estate services,United States,M,79,https://specials-images.forbesimg.com/imageserve/5a90b07531358e79a28a2165/416x416.jpg?background=000000&cropX1=4&cropX2=2083&cropY1=210&cropY2=2290,1.5,1.5
2438,ludwig-theodor-braun,Ludwig Theodor Braun,Medical technology,Germany,M,35,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2439,ronnie-screwvala,Ronnie Screwvala,"edtech, entertainment",India,M,69,https://specials-images.forbesimg.com/imageserve/67d453877bb8c6107f9666b8/416x416.jpg?background=000000&cropX1=124&cropX2=771&cropY1=0&cropY2=646,1.5,1.5
2440,agustin-coppel-luken,Agustín Coppel Luken,Diversified,Mexico,M,64,https://specials-images.forbesimg.com/imageserve/661d649009c7f89309117c9d/416x416.jpg?background=000000&cropX1=468&cropX2=1145&cropY1=13&cropY2=690,1.5,1.5
2441,tang-aoqi,Tang Aoqi & family,Auto parts,China,M,80,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.3
2442,franziska-wuerbser,Franziska Wuerbser,Kitchen appliances,Germany,F,37,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2443,gabriella-meister,Gabriella Meister,Appliances,Germany,F,77,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2444,chey-tae-won,Chey Tae-won,"Oil, semiconductor ",South Korea,M,64,https://specials-images.forbesimg.com/imageserve/67fd37b4861cf35a13f0ceed/416x416.jpg?background=000000&cropX1=185&cropX2=920&cropY1=31&cropY2=767,1.5,1.5
2445,filip-balcaen,Filip Balcaen & family,Textiles,Belgium,M,65,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2446,jeffrey-lorberbaum,Jeffrey Lorberbaum,Flooring,United States,M,70,http://specials-images.forbesimg.com/imageserve/a5191b847bd677e5f6bd8591568872c4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044,1.5,1.5
2447,dan-gertler,Dan Gertler,Mining,Israel,M,51,https://specials-images.forbesimg.com/imageserve/5e76cbbb10380d0006fbb802/416x416.jpg?background=000000&cropX1=1040&cropX2=2509&cropY1=748&cropY2=2215,1.5,1.5
2448,jin-lei,Jin Lei & family,Medical equipment,China,M,70,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.5
2449,zhao-hongfei,Zhao Hongfei,Software,China,M,51,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.6
